bridge_tag,questions,construct,crosswalk_status,primary_outcome,secondary_outcome,outcome_confidence,ambiguity,gated_only,reason
"GROWTH_TRACKING",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"HABIT_DEVELOPMENT",40,"HABIT_FORMATION",HIGH_CONFIDENCE,"decision_quality","",0.95,0,false,"HIGH construct HABIT_FORMATION → 1 model(s); primary decision_quality"
"HELP_SEEKING",25,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,"employability_readiness","confidence_stability",0.475,0.5,false,"HIGH construct SOCIAL_CONFIDENCE → 2 model(s); primary employability_readiness"
"HIGHER_EDUCATION",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"HOLISTIC_DEVELOPMENT",600,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"IDENTITY_CONFIDENCE",25,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.95,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"IDENTITY_CONFLICT",30,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"IDENTITY_EXPRESSION",25,"",REVIEW_REQUIRED,"employability_readiness","confidence_stability",0.25,0.5,false,"REVIEW candidates → 2 model(s); primary employability_readiness"
"IDENTITY_FORMATION",40,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"IDENTITY_INTEGRATION",75,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"IDENTITY_REFLECTION",40,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"INCLUSION_LEADERSHIP",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"INCLUSIVE_LEADERSHIP",25,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"INDEPENDENCE_DEVELOPMENT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"INNOVATION_ENTREPRENEURSHIP",25,"CREATIVITY",HIGH_CONFIDENCE,"employability_readiness","",0.85,0,false,"HIGH construct CREATIVITY → 1 model(s); primary employability_readiness"
"INNOVATION_READINESS",25,"CREATIVITY",HIGH_CONFIDENCE,"employability_readiness","",0.85,0,false,"HIGH construct CREATIVITY → 1 model(s); primary employability_readiness"
"INQUIRY_CURIOSITY",50,"CREATIVITY",HIGH_CONFIDENCE,"employability_readiness","",0.85,0,false,"HIGH construct CREATIVITY → 1 model(s); primary employability_readiness"
"INSTRUCTIONAL_QUALITY",100,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"INTEGRITY_REFLECTION",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"INTELLECTUAL_GROWTH",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct CRITICAL_THINKING → 2 model(s); primary learning_effectiveness"
"INTERDISCIPLINARY_LEARNING",60,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"INTERVENTION_INTELLIGENCE",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"LANGUAGE_DEVELOPMENT",40,"COMMUNICATION",HIGH_CONFIDENCE,"employability_readiness","",0.85,0,false,"HIGH construct COMMUNICATION → 1 model(s); primary employability_readiness"
"LEADERSHIP_ACCOUNTABILITY",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_DEVELOPMENT",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_DYNAMICS",50,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_ENDURANCE",40,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"LEADERSHIP_FOUNDATIONS",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_INFLUENCE",50,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_MATURITY",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_OWNERSHIP",400,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_READINESS",25,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEADERSHIP_RECOVERY",40,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"LEADERSHIP_TRANSITION",70,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"LEARNING_ADAPTABILITY",400,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_AWARENESS",100,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_BEHAVIOR",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_DEPENDENCY",100,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_EFFECTIVENESS",25,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_INTERVENTION",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_MINDSET",120,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_OPTIMIZATION",80,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_PERSISTENCE",129,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.25,0.5,false,"REVIEW candidates → 2 model(s); primary confidence_stability"
"LEARNING_PSYCHOLOGY",40,"",REVIEW_REQUIRED,"holistic_wellbeing","confidence_stability",0.167,0.667,false,"REVIEW candidates → 3 model(s); primary holistic_wellbeing"
"LEARNING_QUALITY",50,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_REFLECTION",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_SKILLS",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LEARNING_SUSTAINABILITY",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"LIFESTYLE_ADAPTATION",40,"PHYSICAL_WELLBEING",HIGH_CONFIDENCE,"holistic_wellbeing","",0.85,0,false,"HIGH construct PHYSICAL_WELLBEING → 1 model(s); primary holistic_wellbeing"
"LIFESTYLE_ADJUSTMENT",40,"PHYSICAL_WELLBEING",HIGH_CONFIDENCE,"holistic_wellbeing","",0.85,0,false,"HIGH construct PHYSICAL_WELLBEING → 1 model(s); primary holistic_wellbeing"
"LIFESTYLE_CAREER",40,"",REVIEW_REQUIRED,"holistic_wellbeing","career_clarity",0.25,0.5,false,"REVIEW candidates → 2 model(s); primary holistic_wellbeing"
"LIFESTYLE_PRESSURE",450,"PHYSICAL_WELLBEING",HIGH_CONFIDENCE,"holistic_wellbeing","",0.8,0,false,"HIGH construct PHYSICAL_WELLBEING → 1 model(s); primary holistic_wellbeing"
"LIFE_READINESS",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"LONG_TERM",275,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"MATURITY_DEVELOPMENT",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"METACOGNITION_SELF",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct CRITICAL_THINKING → 2 model(s); primary learning_effectiveness"
"METACOGNITIVE_DEVELOPMENT",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct CRITICAL_THINKING → 2 model(s); primary learning_effectiveness"
"MOTIVATION_DEVELOPMENT",25,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,"decision_quality","",0.85,0,false,"HIGH construct INTRINSIC_MOTIVATION → 1 model(s); primary decision_quality"
"MOTIVATION_MAPPING",40,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,"decision_quality","",0.85,0,false,"HIGH construct INTRINSIC_MOTIVATION → 1 model(s); primary decision_quality"
"MOTIVATION_PSYCHOLOGY",40,"",REVIEW_REQUIRED,"holistic_wellbeing","confidence_stability",0.167,0.667,false,"REVIEW candidates → 3 model(s); primary holistic_wellbeing"
"MOTIVATION_VALUES",620,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,"decision_quality","",0.95,0,false,"HIGH construct INTRINSIC_MOTIVATION → 1 model(s); primary decision_quality"
"MULTI_POTENTIALITY",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"ORGANIZATIONAL_DEVELOPMENT",100,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct EXECUTIVE_FUNCTION → 2 model(s); primary learning_effectiveness"
"ORGANIZATIONAL_INTELLIGENCE",40,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct EXECUTIVE_FUNCTION → 2 model(s); primary learning_effectiveness"
"OVER_COMPLIANCE",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"OWNERSHIP_ACCOUNTABILITY",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERFORMANCE_ANALYSIS",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERFORMANCE_BEHAVIOR",37,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERFORMANCE_COACHING",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERFORMANCE_REFLECTION",75,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERFORMANCE_RESILIENCE",31,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.95,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"PERSEVERANCE_COACHING",40,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"PERSISTENCE_DEVELOPMENT",25,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"PERSONALITY_ALIGNMENT",40,"",REVIEW_REQUIRED,"career_clarity","confidence_stability",0.2,0.5,false,"REVIEW candidates → 2 model(s); primary career_clarity"
"PERSONALITY_CAREER",25,"CAREER_CLARITY",HIGH_CONFIDENCE,"career_clarity","",0.85,0,false,"HIGH construct CAREER_CLARITY → 1 model(s); primary career_clarity"
"PERSONALITY_EXPLORATION",40,"",REVIEW_REQUIRED,"career_clarity","confidence_stability",0.2,0.5,false,"REVIEW candidates → 2 model(s); primary career_clarity"
"PERSONAL_BRANDING",175,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_DECISION",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct CRITICAL_THINKING → 2 model(s); primary learning_effectiveness"
"PERSONAL_DEVELOPMENT",80,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_EFFECTIVENESS",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_EXPANSION",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_GROWTH",125,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_IDENTITY",25,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"PERSONAL_INSIGHT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_LEADERSHIP",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"PERSONAL_POSITIONING",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_SUSTAINABILITY",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PERSONAL_VISION",100,"GOAL_ORIENTATION",HIGH_CONFIDENCE,"career_clarity","decision_quality",0.425,0.5,false,"HIGH construct GOAL_ORIENTATION → 2 model(s); primary career_clarity"
"PLACEMENT_OPERATIONS",40,"CAREER_READINESS",HIGH_CONFIDENCE,"employability_readiness","career_clarity",0.425,0.5,false,"HIGH construct CAREER_READINESS → 2 model(s); primary employability_readiness"
"PLACEMENT_RISK",25,"CAREER_READINESS",HIGH_CONFIDENCE,"employability_readiness","career_clarity",0.425,0.5,false,"HIGH construct CAREER_READINESS → 2 model(s); primary employability_readiness"
"POTENTIAL_DISCOVERY",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"PRODUCTIVITY_COACHING",40,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct EXECUTIVE_FUNCTION → 2 model(s); primary learning_effectiveness"
"PRODUCTIVITY_REFLECTION",25,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,"learning_effectiveness","decision_quality",0.425,0.5,false,"HIGH construct EXECUTIVE_FUNCTION → 2 model(s); primary learning_effectiveness"
"PROFESSIONAL_LEADERSHIP",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"PSYCHOLOGICAL_ADAPTATION",40,"MENTAL_HEALTH",HIGH_CONFIDENCE,"holistic_wellbeing","confidence_stability",0.425,0.5,false,"HIGH construct MENTAL_HEALTH → 2 model(s); primary holistic_wellbeing"
"PURPOSE_ALIGNMENT",40,"GOAL_ORIENTATION",HIGH_CONFIDENCE,"career_clarity","decision_quality",0.425,0.5,false,"HIGH construct GOAL_ORIENTATION → 2 model(s); primary career_clarity"
"PURPOSE_DISCOVERY",25,"GOAL_ORIENTATION",HIGH_CONFIDENCE,"career_clarity","decision_quality",0.425,0.5,false,"HIGH construct GOAL_ORIENTATION → 2 model(s); primary career_clarity"
"PURPOSE_REFLECTION",40,"GOAL_ORIENTATION",HIGH_CONFIDENCE,"career_clarity","decision_quality",0.425,0.5,false,"HIGH construct GOAL_ORIENTATION → 2 model(s); primary career_clarity"
"RECOVERY_BEHAVIOR",40,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"RECOVERY_CAPABILITY",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.167,0.667,false,"REVIEW candidates → 3 model(s); primary employability_readiness"
"RECOVERY_ORIENTATION",40,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"REFLECTIVE_DEVELOPMENT",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"REFLECTIVE_LEARNING",25,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"REFLECTIVE_SYSTEMS",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"RESPONSIBILITY_DEVELOPMENT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"SELF_ACCEPTANCE",50,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.95,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"SELF_AWARENESS",40,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_DEVELOPMENT",25,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_DIAGNOSTIC",40,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_DISCOVERY",80,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_EVALUATION",25,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_EXPLORATION",25,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_EXPRESSION",40,"COMMUNICATION",HIGH_CONFIDENCE,"employability_readiness","",0.85,0,false,"HIGH construct COMMUNICATION → 1 model(s); primary employability_readiness"
"SELF_GROWTH",50,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_IDENTITY",40,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"SELF_LEADERSHIP",35,"",REVIEW_REQUIRED,"employability_readiness","confidence_stability",0.1,0.75,false,"REVIEW candidates → 5 model(s); primary employability_readiness"
"SELF_LEARNING",50,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"SELF_MANAGEMENT",40,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_MOTIVATION",40,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,"decision_quality","",0.95,0,false,"HIGH construct INTRINSIC_MOTIVATION → 1 model(s); primary decision_quality"
"SELF_OBSERVATION",40,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_PERCEPTION",25,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"SELF_PROGRESS",40,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_REFLECTION",305,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.133,0.667,false,"REVIEW candidates → 3 model(s); primary confidence_stability"
"SELF_REGULATION",40,"",REVIEW_REQUIRED,"decision_quality","confidence_stability",0.171,0.571,false,"REVIEW candidates → 3 model(s); primary decision_quality"
"SELF_WORTH",50,"SELF_ESTEEM",HIGH_CONFIDENCE,"confidence_stability","",0.95,0,false,"HIGH construct SELF_ESTEEM → 1 model(s); primary confidence_stability"
"SKILL_DEVELOPMENT",25,"SKILL_AWARENESS",HIGH_CONFIDENCE,"employability_readiness","career_clarity",0.425,0.5,false,"HIGH construct SKILL_AWARENESS → 2 model(s); primary employability_readiness"
"SOCIAL_CAPABILITY",50,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.25,0.5,false,"REVIEW candidates → 3 model(s); primary employability_readiness"
"SOCIAL_DEVELOPMENT",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,"employability_readiness","confidence_stability",0.425,0.5,false,"HIGH construct SOCIAL_CONFIDENCE → 2 model(s); primary employability_readiness"
"SOCIAL_EMOTIONAL",825,"",REVIEW_REQUIRED,"confidence_stability","employability_readiness",0.333,0.333,false,"REVIEW candidates → 2 model(s); primary confidence_stability"
"SOCIAL_LEADERSHIP",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,"employability_readiness","confidence_stability",0.425,0.5,false,"HIGH construct SOCIAL_CONFIDENCE → 2 model(s); primary employability_readiness"
"SOCIAL_LEARNING",40,"",REVIEW_REQUIRED,"employability_readiness","confidence_stability",0.167,0.667,false,"REVIEW candidates → 3 model(s); primary employability_readiness"
"SOCIAL_REFLECTION",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,"employability_readiness","confidence_stability",0.425,0.5,false,"HIGH construct SOCIAL_CONFIDENCE → 2 model(s); primary employability_readiness"
"SOCIAL_SELF",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,"employability_readiness","confidence_stability",0.425,0.5,false,"HIGH construct SOCIAL_CONFIDENCE → 2 model(s); primary employability_readiness"
"STAKEHOLDER_ALIGNMENT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STEM_LEARNING",100,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.85,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"STRATEGIC_LEADERSHIP",75,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"STRATEGIC_PREPARATION",500,"EXAM_READINESS",HIGH_CONFIDENCE,"exam_readiness","",0.95,0,true,"HIGH construct EXAM_READINESS → 1 model(s); primary exam_readiness"
"STRENGTH_DISCOVERY",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_BALANCE",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_BEHAVIOUR",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_DEVELOPMENT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_ENGAGEMENT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_LEADERSHIP",40,"",REVIEW_REQUIRED,"employability_readiness","career_clarity",0.16,0.6,false,"REVIEW candidates → 4 model(s); primary employability_readiness"
"STUDENT_PSYCHOLOGY",40,"MENTAL_HEALTH",HIGH_CONFIDENCE,"holistic_wellbeing","confidence_stability",0.425,0.5,false,"HIGH construct MENTAL_HEALTH → 2 model(s); primary holistic_wellbeing"
"STUDENT_RECOVERY",40,"RESILIENCE",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct RESILIENCE → 1 model(s); primary confidence_stability"
"STUDENT_REGULATION",40,"",REVIEW_REQUIRED,"decision_quality","confidence_stability",0.2,0.5,false,"REVIEW candidates → 3 model(s); primary decision_quality"
"STUDENT_RISK",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_SUCCESS",25,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_SUPPORT",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"STUDENT_WELLBEING",40,"STRESS_MANAGEMENT",HIGH_CONFIDENCE,"holistic_wellbeing","confidence_stability",0.283,0.667,false,"HIGH construct STRESS_MANAGEMENT → 3 model(s); primary holistic_wellbeing"
"STUDENT_WELLNESS",40,"STRESS_MANAGEMENT",HIGH_CONFIDENCE,"holistic_wellbeing","confidence_stability",0.283,0.667,false,"HIGH construct STRESS_MANAGEMENT → 3 model(s); primary holistic_wellbeing"
"STUDY_STRATEGY",50,"LEARNING_APPROACH",HIGH_CONFIDENCE,"learning_effectiveness","",0.95,0,false,"HIGH construct LEARNING_APPROACH → 1 model(s); primary learning_effectiveness"
"SUBJECT_ANXIETY",40,"EXAM_STRESS",HIGH_CONFIDENCE,"exam_readiness","",0.95,0,true,"HIGH construct EXAM_STRESS → 1 model(s); primary exam_readiness"
"SUBJECT_INTERVENTION",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"TALENT_DISCOVERY",25,"SKILL_AWARENESS",HIGH_CONFIDENCE,"employability_readiness","career_clarity",0.425,0.5,false,"HIGH construct SKILL_AWARENESS → 2 model(s); primary employability_readiness"
"TALENT_IDENTIFICATION",40,"SKILL_AWARENESS",HIGH_CONFIDENCE,"employability_readiness","career_clarity",0.425,0.5,false,"HIGH construct SKILL_AWARENESS → 2 model(s); primary employability_readiness"
"TEACHING_QUALITY",40,"",UNMAPPED,"","",0,0,false,"no construct (UNMAPPED) → no outcome model"
"TEAM_LEADERSHIP",75,"PEER_RELATIONS",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct PEER_RELATIONS → 1 model(s); primary confidence_stability"
"TEAM_LEARNING",40,"",REVIEW_REQUIRED,"confidence_stability","learning_effectiveness",0.25,0.5,false,"REVIEW candidates → 2 model(s); primary confidence_stability"
"TEAM_MANAGEMENT",40,"PEER_RELATIONS",HIGH_CONFIDENCE,"confidence_stability","",0.85,0,false,"HIGH construct PEER_RELATIONS → 1 model(s); primary confidence_stability"
